Maze_ID,time_taken,distance_traveled,endpoint_X,endpoint_Y,target_X,target_Y,distance_to_target,n_fixations,mean_fixation_time,fixation_std,fixation_locaion,n_fixations_2d,mean_fixation_time_2d,fixation_std_2d,fixation_locaion_2d,calibration_quality
1,19.3647186,0.647655000569308,10.8125514893485,-10.3927126101844,8.5,-8.5,2.98835329498351,19,0.770368968421053,1.20304884862047,213.725405403097,21,0.590106938095238,0.00499359629977145,0.0157796786989644,0.958730221587998
1,6.7455712,0.263806292650412,10.0305261164854,-11.0276274568808,8.5,-8.5,2.95489606484247,9,0.481408388888889,0.941727385832257,146.733588684138,11,0.426973390909091,0.00610178968296157,0.0196510680354626,NaN
1,6.6353369,0.206430446982592,7.40029987773635,-11.2370814039884,8.5,-8.5,2.94973811904821,8,0.645434775,1.03037823290232,136.528038766922,7,0.5448266,0.00446431836198066,0.0195733645696496,NaN
1,7.4383911,0.256113675617881,7.7308744276192,-11.3659989422871,8.5,-8.5,2.96740696286858,4,1.361820075,1.04134999078989,184.41455912646,4,1.40662645,0.00302419661295882,0.020199106622327,NaN
1,5.3842471,0.20670734174373,7.73443528767016,-11.3872465839054,8.5,-8.5,2.98701894286567,5,0.78875336,0.924540912918009,121.691131262181,10,0.32326026,0.0077624186751691,0.016860608274532,NaN
2,11.8374727,0.496363662849063,-10.0666272517528,9.99253611346041,-10,7,2.99327773202569,14,0.551428014285714,1.28741869994525,236.737359465844,12,0.507802133333333,0.00689638525959629,0.0195676096795098,NaN
2,7.9819716,0.265224645108622,-12.4146858005696,8.65965067294435,-10,7,2.93004229861565,7,0.717036014285714,1.27689995688373,9.1762552435581,10,0.5102207,0.00554193115210756,0.0179511447352503,NaN
2,5.9690587,0.163033977481436,-10.1185446738767,4.06572613361864,-10,7,2.93666749269187,6,0.736155583333333,1.15750049642949,348.344985989047,10,0.34296048,0.00638579271920259,0.016826235240545,NaN
2,6.2820824,0.162940107371332,-7.07836558096244,6.41959840324307,-10,7,2.97872685757237,7,0.6755261,1.00918556217994,6.80080270673827,5,0.77426958,0.00284292872816543,0.018495807673408,NaN
2,6.4947623,0.194884711105695,-8.1230802275226,9.28726803718521,-10,7,2.9587874047058,6,0.859980266666667,1.35380605021669,319.419588374671,8,0.446675975,0.00724111236789665,0.0166095624601192,NaN
3,20.4272497,1.08003589409224,-7.03145092068021,-7.00648097923477,-7,-10,2.99368423319742,21,0.620595928571429,1.34032939198497,75.9593587081513,19,0.70157795263158,0.00320490620222058,0.0160371614854911,NaN
3,32.0302506,1.98470786819948,-4.1432594008541,-10.8916348095786,-7,-10,2.9926542540796,37,0.576022145945946,1.21538443938845,290.419134619617,33,0.536078284848485,0.00469677132141622,0.017817667018276,NaN
3,3.5934992,0.176372730441751,-9.32960225933407,-8.19056334500723,-7,-10,2.94976400668356,3,0.7895958,1.15560198303397,65.7547740591082,3,0.8939639,0.00310942953742947,0.0154908182549237,NaN
3,3.9210615,0.167667811618457,-4.14179404526336,-10.2789392907454,-7,-10,2.87178488184849,2,1.2332014,0.0507919195507465,50.6039422928972,4,0.6120204,0.00507399992046099,0.0177043407649074,NaN
3,4.9730021,0.166196305518264,-5.63733328771427,-7.32830188439963,-7,-10,2.99913844123178,4,0.86759565,1.39052127234707,283.78271664712,5,0.65795174,0.00484041260371183,0.0138932531259367,NaN
