Maze_ID,time_taken,distance_traveled,endpoint_X,endpoint_Y,target_X,target_Y,distance_to_target,n_fixations,mean_fixation_time,fixation_std,fixation_locaion,n_fixations_2d,mean_fixation_time_2d,fixation_std_2d,fixation_locaion_2d,calibration_quality
2,11.853975,0.260925252069882,-3.26949831474167,14.5649412541011,-10,7,10.1256105550859,9,0.783718355555556,0.959600188532682,330.974568077378,9,0.714526355555555,0.00608918191036645,0.0126277152888057,0.99181449589689
3,20.5466877,0.426121724743565,-3.12326187186359,-10.3801661086565,-7,-10,3.89533371924892,15,1.01240025333333,0.793691502175802,4.50946566058329,15,0.922953766666667,0.00447974203333846,0.0182675575006369,NaN
1,34.9406447,1.25602110367847,3.26400659526141,-13.207243936637,8.5,-8.5,7.04086446492701,39,0.610151141025641,0.839692442089421,146.358396900106,33,0.737436533333333,0.00652482472349459,0.0139529454125597,NaN
3,19.2802845,0.913449028123139,-6.92241416976537,-7.76792867722473,-7,-10,2.23341934060958,15,0.876832826666667,0.97078163147714,20.3676216368316,12,0.93770095,0.00582431888402001,0.0167594788091954,NaN
1,24.8405913,1.09611492921518,2.04818409338782,-13.2683699080815,8.5,-8.5,8.02267287586321,29,0.53226525862069,0.785686069115111,162.341564957581,27,0.5621384,0.00577474955871955,0.0135802310439935,NaN
2,16.7769886,0.439604893922138,-4.06171793579138,10.3401419070121,-10,7,6.81320349271031,11,1.15604170909091,0.607581759181739,338.626186297151,18,0.62616535,0.00751868371537489,0.0159688746494179,NaN
1,10.8298932,0.587442849943593,3.62964634220303,-8.87700291757168,8.5,-8.5,4.88492333121759,7,0.867750528571428,1.17635625005578,253.725016127209,9,0.476966066666667,0.0072769122830983,0.0197319795272852,NaN
3,33.6012844,1.39238434550336,-7.86557979497219,-12.9514939214315,-7,-10,3.0757998552752,28,0.880587382142857,0.904916502535289,14.7161985283125,31,0.703733458064516,0.00459405396758901,0.0176780020081118,NaN
2,14.5120214,0.497128911648673,-4.56174793966386,8.59082931976012,-10,7,5.66615596293984,10,0.99669221,0.545133581121668,342.213481703715,14,0.672311878571428,0.0086917490603348,0.0137944008149275,NaN
3,23.1627883,0.850423298498416,-1.27448111344512,-12.2159830322953,-7,-10,6.13939307421487,16,1.06673423125,0.582759604606551,8.41195290172445,23,0.748157213043478,0.00589193526601603,0.0196756590259581,NaN
2,27.7957034,1.45469357767514,-4.70552824981401,6.66862877522256,-10,7,5.30483157151365,27,0.706369574074074,0.700971661111738,341.434683759053,26,0.690624011538462,0.00452788079160787,0.0143949725146527,NaN
1,31.3564871,1.034877178622,5.36391551796928,-9.86499318753343,8.5,-8.5,3.42026786676812,31,0.634131683870968,0.978356569764201,149.313297556758,37,0.553887875675676,0.00864750441354042,0.0176953430917181,NaN
3,20.0458254,0.938972766897625,-4.45976249233755,-13.2701292660798,-7,-10,4.14083952987874,18,0.757864816666667,0.70590689858016,19.1523877410383,24,0.520786091666667,0.00460562545985573,0.0188335452687385,NaN
2,34.1440672,1.75613839776543,-6.15543137586302,12.4961759266791,-10,7,6.70735847578654,25,1.031629896,0.662189610955954,346.386049318023,32,0.6931440875,0.00489894522096826,0.0141137961545691,NaN
1,18.4875852,0.626900331016167,6.55490420274777,-11.3839585038734,8.5,-8.5,3.47859372628539,22,0.477420518181818,0.820172928791277,173.307356556028,15,0.645644506666667,0.00656750819603472,0.0124164067310834,NaN
2,13.8547678,0.270683337090318,-4.00799257736365,14.5195281885167,-10,7,9.61496006912284,10,0.97306569,0.489824051826299,359.542155343253,15,0.610071373333333,0.00486767938493774,0.0144021227704017,NaN
1,19.208284,0.433638786049231,4.94621649008243,-11.2449025587232,8.5,-8.5,4.49041950069782,21,0.601849952380952,0.753686147912179,159.696086730772,20,0.68841343,0.00684215647687583,0.0133094241065538,NaN
3,16.2476573,0.795447476144717,-5.74993530640222,-14.5736495591613,-7,-10,4.74140612352458,9,1.04971538888889,1.01072691599491,24.4067510032745,14,0.718283957142857,0.00633803634004797,0.0163861350241952,NaN
2,19.8310984,0.812405074282264,-3.63631639449116,11.9280512582375,-10,7,8.0487364371582,17,0.7117995,0.835299446261169,357.15654529684,20,0.543670205,0.00490957079382202,0.0136940425852114,NaN
3,22.5962198,1.46481369401543,-8.53606742798353,-12.3363583178589,-7,-10,2.79608178219815,18,0.82861205,1.11549349862825,47.4599006839163,20,0.687139515,0.00747869877991088,0.0182270350360118,NaN
1,20.0959013,0.800437779294223,7.09600840797562,-10.6196967029311,8.5,-8.5,2.54250004973298,21,0.6065571,0.741103444137532,150.552679084271,18,0.633420211111111,0.00802688135833591,0.0152620379529519,NaN
