Maze_ID,time_taken,distance_traveled,endpoint_X,endpoint_Y,target_X,target_Y,distance_to_target,n_fixations,mean_fixation_time,fixation_std,fixation_locaion,n_fixations_2d,mean_fixation_time_2d,fixation_std_2d,fixation_locaion_2d,calibration_quality
1,22.636208,0.256249068123799,9.89544775952694,-6.43050393120451,8.5,-8.5,2.49601450883778,14,1.49181864285714,0.911818000908088,81.1474702203397,17,1.19203512941176,0.006095725370634,0.0171314296011777,0.997240401157936
2,26.2983208,0.233645117608237,-4.70612068557594,-3.46851454832868,-10,7,11.7309400750433,16,1.22394941875,1.08917916972663,85.9822301079215,23,0.918247295652175,0.00591009725282136,0.0182280253326973,NaN
3,37.6919648,0.640915027584748,-5.62016312758253,-1.19474710084744,-7,-10,8.91271161950825,31,0.803431451612903,1.12972540435224,88.6724834281925,42,0.667049385714286,0.00708815632231545,0.017929981826793,NaN
1,10.8970422,0.0783679296249483,10.0293208496288,-5.25852092737694,8.5,-8.5,3.58413292713351,7,1.06007378571429,0.771509668270697,126.580107776066,5,1.66662564,0.00621432238553731,0.0157044538410808,NaN
2,41.9977389,0.305626839624671,-7.33491764878068,-2.16254845839941,-10,7,9.5422721713069,27,1.25612603703704,1.06038712220041,65.5027992625874,40,0.907119755,0.00574792505276545,0.0184156717046353,NaN
3,20.6837821,0.52090013848692,-4.5239336678322,3.06904479743474,-7,-10,13.3015351143637,15,0.813226113333333,0.888242837571318,40.9127499252953,23,0.656661334782609,0.00693136575316139,0.0182505656405839,NaN
3,22.6653137,0.369985279143696,-4.19707353721407,4.94633002032862,-7,-10,15.2068792930161,18,0.849899477777777,1.07862933643729,23.090522504367,23,0.700537304347826,0.00761675258261463,0.0194624133624373,NaN
2,42.3809322,0.559300433723366,-3.93527648631148,-0.806836265605871,-10,7,9.88572525288183,22,1.52360042272727,1.15798053111093,45.1910897375759,43,0.757751537209302,0.0060910995556237,0.017511842008295,NaN
1,12.9647264,0.265892571943805,10.7579664250366,-6.83857336744616,8.5,-8.5,2.80334636317947,8,1.003943125,1.17001015776308,81.8408203003814,10,0.7680653,0.00542599732167991,0.0164681637939196,NaN
2,39.3992061,0.442798271945027,-2.84268100462008,-3.37133845775695,-10,7,12.6012648812321,27,1.11267791481481,1.21550342401786,102.934145779408,31,1.02704794193548,0.00517408265824892,0.0194481675675159,NaN
1,19.4729662,0.487661354658937,13.0887553361434,-5.31843856396754,8.5,-8.5,5.58381667913926,13,0.894524253846154,0.859410767966872,101.920966584246,20,0.756978595,0.00558372580623736,0.0187331178456108,NaN
3,28.0004865,0.567223859160283,-3.3885322501829,0.976686748038988,-7,-10,11.5555333616646,20,1.06352783,1.06381264555448,48.5351814662951,29,0.700755634482759,0.00685117557321071,0.0185284290082192,NaN
2,36.9051837,0.568199717520864,-7.59424485398527,-2.98975068256284,-10,7,10.2753480000602,21,1.26510674761905,1.05320281148727,102.84542960182,30,0.957970406666666,0.00605925008799005,0.0177454280789706,NaN
3,17.6608724,0.330085159592977,-7.39860263765014,3.67668796427631,-7,-10,13.6824953036689,12,0.835961225,1.00677440752533,50.0950714839123,16,0.73554866875,0.00801274065051667,0.018565859559303,NaN
1,16.0287348,0.458256864999861,11.72796833802,-8.50382424217411,8.5,-8.5,3.22797060334941,10,0.97211224,1.0834198469994,127.105169287786,13,0.819725769230769,0.00493588228953173,0.0163588389874258,NaN
2,18.0832808,0.161575536759408,-6.58680228926165,0.129829429119301,-10,7,7.67132076539527,17,0.707025152941177,1.21056172248814,135.743132933463,14,0.928753414285714,0.00755085390771384,0.0189214833427135,NaN
1,20.6763396,0.34142508969753,11.3845868741551,-8.12952279360007,8.5,-8.5,2.90828038452443,13,1.08877813846154,0.926398962164925,131.4395593781,16,1.03648394375,0.00695927959948478,0.0173339262412732,NaN
3,20.7781386,0.171535924068039,-5.42507932283629,0.444348279063226,-7,-10,10.5624233068803,17,0.939538770588235,1.23853294583818,84.2930131271123,23,0.7003773,0.0060919704524494,0.017018537406848,NaN
3,27.4123421,0.237819740791162,-1.57514823986345,3.54449400125017,-7,-10,14.5904878043662,17,1.26054999411765,1.0419633951207,13.1012394369365,25,0.890626792,0.00714537433293528,0.0196621735958538,NaN
2,28.303383,0.228970043078982,-5.12606752506452,-2.47232652477037,-10,7,10.6527079919661,15,1.26920300666667,1.15437237388094,70.1589224711998,26,0.877375169230769,0.00669266725726201,0.0177046922793563,NaN
