Maze_ID,time_taken,distance_traveled,endpoint_X,endpoint_Y,target_X,target_Y,distance_to_target,n_fixations,mean_fixation_time,fixation_std,fixation_locaion,n_fixations_2d,mean_fixation_time_2d,fixation_std_2d,fixation_locaion_2d,calibration_quality
1,5.7103126,0.33443172629974,8.67948841760066,-5.51521027840034,8.5,-8.5,2.99018156208277,5,0.9310351,1.28447101784048,353.54217156861,6,0.297148933333333,0.00915249222278403,0.0188093847418375,0.997731682881367
1,12.4062406,0.822887393974041,8.03219827423308,-11.4039259858342,8.5,-8.5,2.94136440888132,8,0.9087769375,1.33304468347946,110.343725225798,11,0.742050190909091,0.00545374129447353,0.0189856108629038,NaN
1,13.4771475,0.899190163500428,10.1547931564339,-6.13764198448829,8.5,-8.5,2.88428080880364,8,1.2551849875,1.38500472573751,205.293351795933,14,0.556686228571428,0.0058690303583976,0.0193443116677074,NaN
1,10.8258509,0.777130869323806,6.63233418969686,-6.17916320518285,8.5,-8.5,2.97900302234698,7,1.04988864285714,1.30910660070065,66.2828695988285,12,0.614965241666666,0.00455703969269482,0.0193392565561761,NaN
1,8.4291869,0.537900087239342,10.4149542263193,-6.37374340658989,8.5,-8.5,2.8614710884295,6,1.00747193333333,1.3187583871,216.194564546918,9,0.605012255555555,0.00529855322550135,0.0200344224246443,NaN
2,13.5839985,0.959896436676142,-7.06115985630469,7.54580533960098,-10,7,2.98909432084904,10,1.06432406,1.2692692297486,242.47213258865,10,0.89839978,0.00403847512793696,0.0198848669991394,NaN
2,15.8902427,1.20943530000906,-10.8942724545702,4.17200514238085,-10,7,2.96602058956499,10,1.07126787,1.3494155079355,79.5503736965357,15,0.719565326666667,0.00482078278549387,0.0170605216280396,NaN
2,14.7494805,1.02863276504414,-12.9316652382455,6.51955507865984,-10,7,2.97077235606815,9,1.0899842,1.21409551728599,83.721692744524,12,0.709124083333334,0.00555630609263077,0.0216835281998757,NaN
2,5.7432591,0.295746739540767,-7.945779171716,4.98552315317125,-10,7,2.87714097286957,5,0.66585388,1.26207119502903,239.408421932537,5,0.68500218,0.00755246044045624,0.0206053688472896,NaN
2,7.9782971,0.502049950574491,-7.78384879918733,8.96960983211556,-10,7,2.96490961677244,6,1.02894275,1.04522938363979,192.41345616377,10,0.46278227,0.00679540835719077,0.0184142310815899,NaN
3,7.5376912,0.434803148504218,-7.24342823467943,-12.9326945043186,-7,-10,2.94278003953743,8,0.720855725,1.34230669030563,40.8138973773199,9,0.343930166666666,0.0079888134498462,0.0188027945058668,NaN
3,4.6076235,0.223334345582806,-4.13166508955306,-9.6137750644763,-7,-10,2.89422094168861,4,0.723168675,1.02371595078753,240.769921287377,6,0.432992616666667,0.00789053489117734,0.0224566989272471,NaN
3,10.3161583,0.541083308044894,-9.30116148461371,-8.15366296582915,-7,-10,2.95030585228386,8,0.7544924625,1.1394000579447,334.387863898244,14,0.412170207142857,0.00507935829181908,0.0198281557516526,NaN
3,4.9000224,0.247264954650148,-4.15493138591522,-10.9144342407401,-7,-10,2.98841185238718,3,0.9223692,1.21248576997129,260.857354444964,6,0.449585733333333,0.0057000267230145,0.0161535493421109,NaN
3,3.2762856,0.175854166561328,-4.21267471963251,-8.98102024374325,-7,-10,2.96774358094441,3,0.839664266666667,1.05436009667879,13.8530131963024,3,0.6347947,0.00742196155929959,0.0147616448921083,NaN
