Participant_ID,Session,Used_For_Classification,Maze_ID,time_taken,distance_traveled,endpoint_X,endpoint_Y,target_X,target_Y,distance_to_target,n_fixations,mean_fixation_time,fixation_std,fixation_locaion,n_fixations_2d,mean_fixation_time_2d,fixation_std_2d,fixation_locaion_2d,calibration_quality
PID19,1,True,3,5.1727852,0.369886207108943,-4.2515068280746,-11.1411036436633,-7.0,-10.0,2.97595904570311,4,0.818730525,1.15330459597438,50.3080708512234,5,0.94311074,0.0057611980244403,0.0102475428298513,
PID19,1,True,3,2.6626211,0.209897197802763,-7.15026492918281,-7.04429328833273,-7.0,-10.0,2.95952389994358,3,0.5414373,1.14089891894645,280.105132164557,3,0.759912866666667,0.0050233970269195,0.0188273920132533,
PID19,1,True,3,2.6707599,0.196609416714692,-4.02305921257434,-10.2982959357876,-7.0,-10.0,2.99184841145835,3,0.597938266666667,1.06507279490478,81.7379123348908,3,0.538452966666667,0.0065648269605038,0.0155676506214034,
PID19,1,True,3,2.7096647,0.173529654933944,-4.31096861838072,-8.94051022827824,-7.0,-10.0,2.89022634887241,3,0.683617366666667,1.16564215876437,91.513720377608,3,0.686015266666667,0.0040860669481656,0.0140714731664931,
PID20,1,True,1,5.7103126,0.33443172629974,8.67948841760066,-5.51521027840034,8.5,-8.5,2.99018156208277,5,0.9310351,1.28447101784048,353.54217156861,6,0.297148933333333,0.009152492222784,0.0188093847418375,0.997731682881367
PID20,1,True,1,12.4062406,0.822887393974041,8.03219827423308,-11.4039259858342,8.5,-8.5,2.94136440888132,8,0.9087769375,1.33304468347946,110.343725225798,11,0.742050190909091,0.0054537412944735,0.0189856108629038,
PID20,1,True,1,13.4771475,0.899190163500428,10.1547931564339,-6.13764198448829,8.5,-8.5,2.88428080880364,8,1.2551849875,1.38500472573751,205.293351795933,14,0.556686228571428,0.0058690303583976,0.0193443116677074,
PID20,1,True,1,10.8258509,0.777130869323806,6.63233418969686,-6.17916320518285,8.5,-8.5,2.97900302234698,7,1.04988864285714,1.30910660070065,66.2828695988285,12,0.614965241666666,0.0045570396926948,0.0193392565561761,
PID20,1,True,1,8.4291869,0.537900087239342,10.4149542263193,-6.37374340658989,8.5,-8.5,2.8614710884295,6,1.00747193333333,1.3187583871,216.194564546918,9,0.605012255555555,0.0052985532255013,0.0200344224246443,
PID20,1,True,2,13.5839985,0.959896436676142,-7.06115985630469,7.54580533960098,-10.0,7.0,2.98909432084904,10,1.06432406,1.2692692297486,242.47213258865,10,0.89839978,0.0040384751279369,0.0198848669991394,
PID20,1,True,2,15.8902427,1.20943530000906,-10.8942724545702,4.17200514238085,-10.0,7.0,2.96602058956499,10,1.07126787,1.3494155079355,79.5503736965357,15,0.719565326666667,0.0048207827854938,0.0170605216280396,
PID20,1,True,2,14.7494805,1.02863276504414,-12.9316652382455,6.51955507865984,-10.0,7.0,2.97077235606815,9,1.0899842,1.21409551728599,83.721692744524,12,0.709124083333334,0.0055563060926307,0.0216835281998757,
PID20,1,True,2,5.7432591,0.295746739540767,-7.945779171716,4.98552315317125,-10.0,7.0,2.87714097286957,5,0.66585388,1.26207119502903,239.408421932537,5,0.68500218,0.0075524604404562,0.0206053688472896,
PID20,1,True,2,7.9782971,0.502049950574491,-7.78384879918733,8.96960983211556,-10.0,7.0,2.96490961677244,6,1.02894275,1.04522938363979,192.41345616377,10,0.46278227,0.0067954083571907,0.0184142310815899,
PID20,1,True,3,7.5376912,0.434803148504218,-7.24342823467943,-12.9326945043186,-7.0,-10.0,2.94278003953743,8,0.720855725,1.34230669030563,40.8138973773199,9,0.343930166666666,0.0079888134498462,0.0188027945058668,
PID20,1,True,3,4.6076235,0.223334345582806,-4.13166508955306,-9.6137750644763,-7.0,-10.0,2.89422094168861,4,0.723168675,1.02371595078753,240.769921287377,6,0.432992616666667,0.0078905348911773,0.0224566989272471,
PID20,1,True,3,10.3161583,0.541083308044894,-9.30116148461371,-8.15366296582915,-7.0,-10.0,2.95030585228386,8,0.7544924625,1.1394000579447,334.387863898244,14,0.412170207142857,0.005079358291819,0.0198281557516526,
PID20,1,True,3,4.9000224,0.247264954650148,-4.15493138591522,-10.9144342407401,-7.0,-10.0,2.98841185238718,3,0.9223692,1.21248576997129,260.857354444964,6,0.449585733333333,0.0057000267230145,0.0161535493421109,
PID20,1,True,3,3.2762856,0.175854166561328,-4.21267471963251,-8.98102024374325,-7.0,-10.0,2.96774358094441,3,0.839664266666667,1.05436009667879,13.8530131963024,3,0.6347947,0.0074219615592995,0.0147616448921083,
PID21,1,True,1,19.6231945,1.25390941163417,7.67715385694875,-11.3453667224817,8.5,-8.5,2.96195671145625,15,0.652655466666667,1.28732551088,64.4808650259629,17,0.754402123529412,0.0029601420249522,0.0171038587473506,0.962692088065195
PID21,1,True,1,9.5559599,0.401014215995087,8.40719640611584,-11.4809612159213,8.5,-8.5,2.98240545162207,5,1.18276064,0.88163892839397,176.081290628585,6,1.16067538333333,0.0042237383021311,0.0176115608665808,
PID21,1,True,1,11.111747,0.487044260327818,7.61854760354019,-11.3109535386734,8.5,-8.5,2.94591549841562,10,0.60964153,1.11094204798672,184.970202974894,7,0.805295557142857,0.005198546767182,0.0168319617688371,
PID21,1,True,1,6.4718462,0.422133196168895,10.1493662663998,-10.8942263815864,8.5,-8.5,2.90735774321327,6,0.480869533333333,0.93429088470087,175.401249370238,5,0.91742136,0.0041776642277865,0.0152795567821737,
PID21,1,True,1,3.2244142,0.184419303422625,6.12928121669628,-6.75940980393294,8.5,-8.5,2.94108173639459,4,0.576165925,1.2580987708958,48.8992014164421,3,0.654476333333333,0.0050893971831626,0.0130242312860848,
PID21,1,True,2,24.8220464,1.59158573492017,-7.36053498404684,5.61608910917069,-10.0,7.0,2.9802659150144,19,0.934422057894737,1.29124662759288,162.49971310552,20,0.70244961,0.0051279003377012,0.0200717655356754,
PID21,1,True,2,48.1976374,2.7628461706485,-7.78466583381161,5.03477000018151,-10.0,7.0,2.96139062267513,32,0.802859928125,1.30574957855784,61.1041269555758,41,0.668019034146341,0.0063657795200775,0.0184118505672562,
PID21,1,True,2,7.4056048,0.169909651503342,-8.92291015479244,4.29701948026492,-10.0,7.0,2.90967802767189,7,0.8587034,1.24927248701847,31.8222855160054,10,0.61023415,0.0056108299997066,0.0204127459847918,
PID21,1,True,2,4.2505162,0.198711137384732,-7.60114076658862,8.76519823588026,-10.0,7.0,2.97833014182072,6,0.460630216666667,0.86373151565957,319.734974346181,4,0.7626956,0.0031284990770693,0.0189048557144657,
PID21,1,True,2,4.3962737,0.177321054715333,-7.07107179997815,7.30274755939388,-10.0,7.0,2.94453332220951,4,0.691307775,1.06878492268172,310.743602617344,5,0.74379716,0.0060328749731348,0.0162691184005694,
PID21,1,True,3,9.6474811,0.343864538928275,-9.82586959684685,-10.7404711725934,-7.0,-10.0,2.92127310188987,8,0.7945369125,1.24229576300049,35.829380245678,9,0.629711222222222,0.0061655538676156,0.0148454880642204,
PID21,1,True,3,26.9190193,1.51594325636979,-5.66956586782998,-12.6801863613806,-7.0,-10.0,2.99223226233752,22,0.749092581818182,1.38501303263854,232.594438826747,32,0.51966824375,0.0063628086735229,0.0194560053922346,
PID21,1,True,3,15.5421028,0.946457244113538,-8.15454127180737,-7.29158932996936,-7.0,-10.0,2.94422382060916,15,0.587355953333333,1.18941760759939,245.066667173801,16,0.613551975,0.0053785659868409,0.0214913073568491,
PID21,1,True,3,123.66798,7.20196178349039,-4.4342958867684,-8.70192187842733,-7.0,-10.0,2.87538595780796,122,0.62516541557377,1.38864795102133,340.755247954787,114,0.669224147368421,0.0044980382066674,0.0197309994149603,
PID21,1,True,3,8.0027744,0.28274335408607,-6.06378364791464,-7.16076264392669,-7.0,-10.0,2.9896103127388,7,0.631183385714286,1.08838607845853,324.775537304794,6,0.89401965,0.0056550344436446,0.0165180738995498,
PID22,1,True,1,8.4703444,0.335119494503395,9.40067051389696,-11.254009539467,8.5,-8.5,2.89754653423869,7,0.813800357142857,1.26620817705635,103.314148882332,6,0.823694533333333,0.0055126522564172,0.013643927786465,0.998253892349737
PID22,1,True,1,10.014682,0.410923685397128,7.59055238919168,-11.2935227526646,8.5,-8.5,2.93783327070477,8,0.785562675,1.11886033860144,158.728888398099,7,1.27060831428571,0.0078657237354707,0.0165014016396074,
PID22,1,True,1,5.0228495,0.193430394636827,5.70283210988768,-9.1963095173668,8.5,-8.5,2.88253276641411,6,0.733692966666667,1.33389905100865,173.132652813809,6,0.69148095,0.0051139399016597,0.0185414576631976,
PID22,1,True,1,12.626216,0.546397985694508,6.97993847594964,-11.0583013192856,8.5,-8.5,2.97581798454757,12,0.789594491666667,1.04654001971314,171.375580890201,11,0.8016625,0.0030131384152697,0.0164315520433941,
PID22,1,True,1,4.6345248,0.198077057918819,5.53138282369598,-8.47630191565961,8.5,-8.5,2.96871176415775,4,0.826225075,1.03385715941807,178.315330399862,5,0.6055527,0.0052224621537474,0.0121505541165189,
PID22,1,True,2,9.2611677,0.361043903991423,-11.1729540624781,4.35820566082543,-10.0,7.0,2.89048413992857,6,1.30304276666667,1.24080781271117,282.758472891947,7,0.983196557142857,0.0055011539215661,0.0173323417532771,
PID22,1,True,2,16.3014882,0.77522502743429,-7.25011555854693,5.8163445793564,-10.0,7.0,2.99381104884136,9,1.32349238888889,1.04024109317042,288.560037329152,11,1.04521918181818,0.0028584148194519,0.0196972286202262,
PID22,1,True,2,22.4253695,1.13555274677271,-11.2438458500681,4.35684530810172,-10.0,7.0,2.92120167465985,19,0.822432910526316,1.08071906302545,268.44857136785,21,0.775096066666667,0.004267056026729,0.0178731718872629,
PID22,1,True,2,4.3108986,0.166259728765974,-7.07172332696897,6.97827309754314,-10.0,7.0,2.92835727535218,4,0.740185775,1.40276147159324,22.0011276180597,4,0.655963175,0.0051589555350144,0.0202263243774506,
PID22,1,True,2,6.8841492,0.217653835429261,-7.32515358916222,5.65861038673222,-10.0,7.0,2.99234513653664,4,1.3458166,1.32372831713046,13.7225652621547,7,0.695768728571428,0.0054032408475682,0.0171935512829184,
PID22,1,True,3,6.8442584,0.198231013927314,-4.15389424227275,-10.7754021287048,-7.0,-10.0,2.94984176615767,7,0.782682857142857,1.30526029424486,41.7455998030733,8,0.5975211625,0.0027011124363792,0.0168563335041043,
PID22,1,True,3,70.8370349,5.51763282286205,-6.4355199046687,-7.15797633104226,-7.0,-10.0,2.89753969997673,50,0.939003922,1.36052260484259,340.991422322778,60,0.725367856666667,0.0049176423147284,0.017963319478084,
PID22,1,True,3,4.1055583,0.171255398734472,-6.98158889943092,-7.11131034499026,-7.0,-10.0,2.88874832610674,3,0.716777133333333,1.15878316663436,66.724358164923,3,0.619136033333333,0.0003088483525099,0.0169752721414935,
PID22,1,True,3,9.320751,0.49966502161921,-9.00463742242059,-7.83619783591588,-7.0,-10.0,2.94967981324485,8,0.753708025,0.945892140378788,88.4084738859616,7,0.802215185714286,0.0029682546755823,0.018132857155653,
PID22,1,True,3,5.6605553,0.31703946739421,-9.50924896369273,-8.41013526176119,-7.0,-10.0,2.97052188136836,4,0.85090325,1.13705865138809,47.7860005816721,6,0.58523155,0.0084628211567131,0.0188784824167833,
PID23,1,True,1,78.4248304,3.78902835489044,8.60743405056901,-5.53684603899705,8.5,-8.5,2.96510092101924,88,0.378501268181819,1.37166769381731,209.233086947566,80,0.384952107500001,0.0071353483906844,0.017807714699172,0.926537194388318
PID23,1,True,1,9.6306567,0.441532614370506,5.64472124834696,-8.04749463882404,8.5,-8.5,2.8909129788934,14,0.368641028571429,1.281461463634,138.081751798,10,0.40104832,0.0053818431713801,0.0168241551588102,
PID23,1,True,1,5.0391939,0.197692194594011,5.5158433302638,-8.47161417860667,8.5,-8.5,2.98429167213716,5,0.35163236,0.952848253594602,107.984528553447,4,0.30597845,0.0029982873139285,0.0145590517081246,
PID23,1,True,1,6.1896456,0.343313890127476,5.74234618364968,-7.43031233345935,8.5,-8.5,2.95785163163751,6,0.684288433333333,1.23857388492196,193.379444005012,8,0.503642425,0.0044215161179886,0.0148065799368736,
PID23,1,True,1,4.4616862,0.240223469861792,5.68217954201606,-9.47852781898302,8.5,-8.5,2.98288934188925,7,0.475534,1.14325818921878,179.657360361768,9,0.357083644444444,0.0062454154954153,0.0126090255502866,
PID23,1,True,2,5.4562581,0.306887368148978,-8.30582905784633,9.4346641193236,-10.0,7.0,2.96610932960328,6,0.566768283333334,1.26527607183376,253.78993156721,8,0.3736425625,0.0076511032452271,0.015580907970118,
PID23,1,True,2,4.3877585,0.253183352784547,-7.18486245186216,7.49185573322644,-10.0,7.0,2.85778261546312,4,0.417478,1.28249619410197,255.717316987629,3,0.632105733333333,0.0028637238515173,0.0094006881056446,
PID23,1,True,2,8.637493,0.386513147550237,-10.3821839411237,4.05398105804484,-10.0,7.0,2.9707056688961,8,0.44978735,0.829041044872274,13.2205499282539,6,0.633084466666667,0.0058473248195085,0.0144728674650928,
